"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL437";"SULFATHIAZOLE";"NSC-31812|NSC-683531|SULFATHIAZOLE|SULFATHIAZOLE (TRIPLE SULFA)|SULPHATHIAZOLE|Sulfathiazole|THIAZAMIDE|TRIPLE SULFA (SULFATHIAZOLE)";"Small molecule";"4.0";"255.32";"210";"960";"1.53";"85.08";"5";"2";"0";"3";"N";"0.81";"6.93";"2.04";"0.98";"0.50";"2";"MOL";"0";"16";"5";"3";"0";"255.0136";"-2.09";"NEUTRAL";"C9H9N3O2S2";"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1";"JNMRHUJNCSQMMB-UHFFFAOYSA-N"
"CHEMBL446";"SULFAMETHAZINE";"BN-2409|NSC-67457|NSC-683529|SMZ-MED 454|SULFADIMERAZINE|SULFADIMETHYLPYRIMIDINE|SULFADIMIDINE|SULFADIMIDINUM|SULFAMETHAZINE|SULFAMETHAZINE (TRISULFAPYRIMIDINES)|SULFAMEZATHINE|SULFAMEZATHINE ('S-MEZ')|SULFAMIDINE|Sulfamethazine";"Small molecule";"4.0";"278.34";"137";"353";"1.48";"97.97";"5";"2";"0";"3";"N";"0.83";"6.99";"2.00";"0.65";"0.21";"2";"MOL";"0";"19";"6";"3";"0";"278.0837";"-1.56";"NEUTRAL";"C12H14N4O2S";"Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1";"ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CHEMBL1109";"SULFAPHENAZOLE";"NSC-757859|ORISULF|SULFAFENAZOL|SULFAPHENAZOLE|SULPHAPHENAZOLE|Sulfabid|Sulfafenazol|Sulfaphenazole";"Small molecule";"4.0";"314.37";"148";"860";"2.26";"90.01";"5";"2";"0";"4";"N";"0.72";"6.82";"2.44";"1.81";"1.28";"3";"MOL";"0";"22";"6";"3";"0";"314.0837";"-1.89";"NEUTRAL";"C15H14N4O2S";"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1";"QWCJHSGMANYXCW-UHFFFAOYSA-N"
"CHEMBL62193";"SULFADIMETHOXINE";"Madribon|NSC-683544|NSC-757860|SULFADIMETHOXINE|SULPHADIMETHOXINE";"Small molecule";"4.0";"310.34";"133";"573";"0.88";"116.43";"7";"2";"0";"5";"N";"0.79";"6.91";"1.99";"1.26";"0.78";"2";"MOL";"0";"21";"8";"3";"0";"310.0736";"-1.52";"NEUTRAL";"C12H14N4O4S";"COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1";"ZZORFUFYDOWNEF-UHFFFAOYSA-N"
"CHEMBL268869";"SULFAMETHOXYPYRIDAZINE";"CL-13494|DEPOVERNIL|LEDERKYN|Midicel|NSC-757875|RETASULPHINE|SUCCINYLSULFATHI|SULFAMETHOXYPYRIDAZINE|SULFAMETHOXYPYRIDAZINUM|SULFASUXIDINE|SULPHAMETHOXYPYRIDAZINE";"Small molecule";"4.0";"280.31";"23";"65";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"6.84";"2.02";"0.47";"-0.05";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"-1.80";"NEUTRAL";"C11H12N4O3S";"COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1";"VLYWMPOKSSWJAL-UHFFFAOYSA-N"
"CHEMBL1201056";"SULFACYTINE";"CI-636|NSC-356717|Renoquid|SULFACITINE|SULFACYTINE";"Small molecule";"4.0";"294.34";"2";"4";"0.65";"107.08";"6";"2";"0";"4";"N";"0.80";"10.55";"2.17";"0.05";"0.05";"2";"MOL";"0";"20";"7";"3";"0";"294.0787";"-1.54";"NEUTRAL";"C12H14N4O3S";"CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O";"SIBQAECNSSQUOD-UHFFFAOYSA-N"
"CHEMBL439";"SULFADIAZINE";"Adiazine|Coco-diazine|Diazyl|NSC-35600|SSD|SULFACOMBIN|SULFADIAZINE|SULFADIAZINE (TRISULFAPYRIMIDINES)|SULPHADIAZINE|Sildaflo|Silvadene|Sulfadiazine|Sulfapyrimidine|Sulfolex|Sulphadiazine|Thermazene";"Small molecule";"4.0";"250.28";"168";"851";"0.86";"97.97";"5";"2";"0";"3";"N";"0.79";"6.99";"2.01";"0.39";"-0.05";"2";"MOL";"0";"17";"6";"3";"0";"250.0524";"-1.65";"NEUTRAL";"C10H10N4O2S";"Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1";"SEEPANYCNGTZFQ-UHFFFAOYSA-N"
"CHEMBL1243";"SULFABENZAMIDE";"NSC-74587|SULFABENZAMIDE|SULFABENZAMIDE (TRIPLE SULFA)|Sulfabenzamide|TRIPLE SULFA (SULFABENZAMIDE)";"Small molecule";"4.0";"276.32";"121";"301";"1.39";"89.26";"4";"2";"0";"3";"N";"0.83";"4.32";"2.09";"1.59";"0.65";"2";"MOL";"0";"19";"5";"3";"0";"276.0569";"-1.00";"ACID";"C13H12N2O3S";"Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1";"PBCZLFBEBARBBI-UHFFFAOYSA-N"
"CHEMBL1539";"SULFADOXINE";"FANASULF|Fanasil|Fanzil|J21.373J|NSC-759319|RO 4-4393|RO-4-4393|RO-44393|SULFADOXIN|SULFADOXINE|SULFADOXINUM|SULPHADOXINE|Sulforthamidine|Sulphormethoxine|WR-4073";"Small molecule";"4.0";"310.34";"123";"778";"0.88";"116.43";"7";"2";"0";"5";"N";"0.79";"6.12";"3.44";"0.58";"-0.22";"2";"MOL";"0";"21";"8";"3";"0";"310.0736";"-1.08";"ACID";"C12H14N4O4S";"COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC";"PJSFRIWCGOHTNF-UHFFFAOYSA-N"
"CHEMBL1191";"SULFAMETHIZOLE";"MICROSUL|Methazol|NSC-757327|PROKLAR|SULFAMETHIZOLE|SULPHAMETHIZOLE|Sulfamethizole|Sulphamethylthiadiazole|Tetracid|Thiosulfil|UROLUCOSIL";"Small molecule";"4.0";"270.34";"131";"369";"1.23";"97.97";"6";"2";"0";"3";"N";"0.82";"6.71";"1.95";"0.21";"-0.36";"2";"MOL";"0";"17";"6";"3";"0";"270.0245";"-2.20";"NEUTRAL";"C9H10N4O2S2";"Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1";"VACCAVUAMIDAGB-UHFFFAOYSA-N"
"CHEMBL1525826";"SULFALENE";"AS-18908|KELFIZINE W|Kelfizina|LONGUM|NSC-110433|SULFALENE|SULFAMETHOPYRAZINE|SULFAMETHOXYPYRAZINE|SULFAMETOPYRAZINE";"Small molecule";"4.0";"280.31";"15";"30";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"5.91";"1.98";"0.23";"-0.62";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"-1.49";"ACID";"C11H12N4O3S";"COc1nccnc1NS(=O)(=O)c1ccc(N)cc1";"KXRZBTAEDBELFD-UHFFFAOYSA-N"
"CHEMBL700";"SULFAPYRIDINE";"CONCORD 693|Coccoclase|DAGENAN|Eubasin|NSC-41791|NSC-4753|Piridazol|SULFAPYRIDINE|SULPHAPYRIDINE|Sulfanilamidopyridine|Sulfapyridine";"Small molecule";"4.0";"249.30";"36";"126";"1.46";"85.08";"4";"2";"0";"3";"N";"0.81";"6.24";"2.14";"1.01";"0.24";"2";"MOL";"0";"17";"5";"3";"0";"249.0572";"-1.63";"ACID";"C11H11N3O2S";"Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1";"GECHUMIMRBOMGK-UHFFFAOYSA-N"
"CHEMBL1200359";"SULFAMETER";"AHR-857|BAY-5400|Bayrena|NSC-683528|NSC-757874|SH-613|SULFAMETER|SULFAMETHOXYDIAZINE|SULFAMETHOXYPYRIMIDINE|SULFAMETIN|SULFAMETOXYDIAZINE|SULPHAMETHOXYDIAZINE|Sulfametin|Sulfametoxydiazine|Sulla|Sulphamethoxydiazine|ULTRAX|Ultrax";"Small molecule";"4.0";"280.31";"18";"51";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"7.06";"1.98";"0.23";"-0.18";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"-1.33";"NEUTRAL";"C11H12N4O3S";"COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1";"GPTONYMQFTZPKC-UHFFFAOYSA-N"
