"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL893";"DICLOXACILLIN";"BRL-1702|DICLOXACILLIN|Dicloxacillin|Dycill|Dynapen|Pathocil|R-13423";"Small molecule";"4.0";"470.33";"29";"235";"3.20";"112.74";"6";"2";"0";"4";"N";"0.66";"3.75";"None";"2.91";"-0.38";"2";"MOL";"0";"30";"8";"2";"0";"469.0266";"-0.31";"ACID";"C19H17Cl2N3O5S";"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"YFAGHNZHGGCZAX-JKIFEVAISA-N"
"CHEMBL3182343";"PIVAMPICILLIN";"MK-191|PIVAMPICILLIN|PONDOCILLIN";"Small molecule";"4.0";"463.56";"6";"34";"1.32";"128.03";"8";"2";"0";"6";"N";"0.37";"11.71";"7.23";"2.07";"1.84";"1";"MOL";"0";"32";"9";"3";"0";"463.1777";"0.58";"NEUTRAL";"C22H29N3O6S";"CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C";"ZEMIJUDPLILVNQ-ZXFNITATSA-N"
"CHEMBL3989567";"OXACILLIN SODIUM";"ANHYDROUS OXACILLIN SODIUM|BRISTOPEN|Bactocill|CRYPTOCILLIN|Cryptocillin|MICROPENIN|NSC-527712|NSC-757253|OXACILLIN SODIUM|OXACILLIN SODIUM ANHYDROUS|OXACILLIN SODIUM MONOHYDRATE|OXACILLIN SODIUM SALT MONOHYDRATE|P-12|PENICILLIN P-12|PENSTAPHO|Prostaphlin|SO 16,423|SODIUM OXACILLIN|SQ 16,423|SQ-16423|STAPENOR";"Small molecule";"4.0";"441.44";"";"";"1.90";"112.74";"6";"2";"0";"4";"N";"0.75";"3.75";"None";"1.70";"-1.59";"2";"MOL";"0";"28";"8";"2";"0";"401.1045";"-0.16";"ACID";"C19H20N3NaO6S";"Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]";"ZVIYWUUZWWBNMB-VICXVTCVSA-M"
"CHEMBL1201121";"HETACILLIN POTASSIUM";"HETACILLIN POTASSIUM|HETACILLIN POTASSIUM SALT|HETACIN-K|NATACILLIN|NSC-757046|POTASSIUM HETACILLIN|VERSATREX|Versapen-K";"Small molecule";"4.0";"427.57";"6";"11";"1.41";"89.95";"5";"2";"0";"3";"N";"0.76";"3.33";"4.79";"0.06";"-1.99";"1";"MOL";"0";"27";"7";"2";"0";"389.1409";"0.47";"ACID";"C19H22KN3O4S";"CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-].[K+]";"QRSPJBLLJXVPDD-XFAPPKAWSA-M"
"CHEMBL1095283";"CARBENICILLIN PHENYL";"CARFECILLIN";"Small molecule";"4.0";"454.50";"1";"1";"2.01";"113.01";"6";"2";"0";"6";"N";"0.30";"3.29";"None";"2.62";"-0.81";"2";"MOL";"0";"32";"8";"2";"0";"454.1199";"0.32";"ACID";"C23H22N2O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"NZDASSHFKWDBBU-KVMCETHSSA-N"
"CHEMBL1650818";"AMDINOCILLIN PIVOXIL";"AMDINOCILLIN PIVOXIL|Coactabs|PIVMECILLINAM|PIVMECILLINAM HYDROCHLORIDE|RO 10-9071|RO-10-9071|SELEXID";"Small molecule";"4.0";"439.58";"5";"28";"2.41";"88.51";"7";"0";"0";"5";"N";"0.21";"13.66";"7.91";"2.91";"2.28";"0";"MOL";"0";"30";"8";"0";"0";"439.2141";"0.30";"NEUTRAL";"C21H33N3O5S";"CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C";"NPGNOVNWUSPMDP-UTEPHESZSA-N"
"CHEMBL1537";"AZLOCILLIN";"AZLOCILLIN|Azlin|Azlocillin|J01CA09|NSC-758227";"Small molecule";"4.0";"461.50";"126";"805";"0.09";"148.15";"6";"4";"0";"5";"N";"0.45";"3.49";"None";"-0.33";"-3.70";"1";"MOL";"0";"32";"11";"4";"1";"461.1369";"-0.08";"ACID";"C20H23N5O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"JTWOMNBEOCYFNV-NFFDBFGFSA-N"
"CHEMBL1200388";"CLOXACILLIN SODIUM";"BRL-1621|CLOXACILLIN (AS SODIUM)|CLOXACILLIN SODIUM|CLOXACILLIN SODIUM HYDRATE|CLOXACILLIN SODIUM SALT MONOHYDRATE|CLOXYPEN|Cloxapen|Dariclox|EKVACILLIN|Ekvacillin|LATOCILLIN|METHOCILLIN-S|Orbenin|P-25|SODIUM CLOXACILLIN MONOHYDRATE|Tegopen";"Small molecule";"4.0";"475.89";"6";"10";"2.55";"112.74";"6";"2";"0";"4";"N";"0.71";"3.75";"None";"2.30";"-0.98";"2";"MOL";"0";"29";"8";"2";"0";"435.0656";"-0.33";"ACID";"C19H19ClN3NaO6S";"Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]";"KCUWTKOTPIUBRI-VICXVTCVSA-M"
"CHEMBL891";"CLOXACILLIN";"CLOXACILLIN|Cloxacillin|Cloxapen|ORBENIN|Tegopen";"Small molecule";"4.0";"435.89";"157";"1122";"2.55";"112.74";"6";"2";"0";"4";"N";"0.71";"3.75";"None";"2.30";"-0.98";"2";"MOL";"0";"29";"8";"2";"0";"435.0656";"-0.33";"ACID";"C19H18ClN3O5S";"Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"LQOLIRLGBULYKD-JKIFEVAISA-N"
"CHEMBL1200356";"CYCLACILLIN";"CALTHOR|CICLACILLIN|CYCLACILLIN|CYCLAPEN-W|Cyclapen|NSC-88789|VASTCILLIN|Vasticillin|WY-4508";"Small molecule";"4.0";"341.43";"76";"105";"0.28";"112.73";"5";"3";"0";"3";"N";"0.64";"3.30";"8.45";"-1.91";"-1.95";"0";"MOL";"0";"23";"7";"4";"0";"341.1409";"0.84";"ACID";"C15H23N3O4S";"CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O";"HGBLNBBNRORJKI-WCABBAIRSA-N"
"CHEMBL530";"AMDINOCILLIN";"AMDINOCILLIN|Coactin|FL 1060|FL-1060|MECILLINAM|RO 10-9070|RO-10-9070|SELEXIDIN";"Small molecule";"4.0";"325.43";"19";"50";"1.41";"73.21";"4";"1";"0";"3";"N";"0.48";"3.30";"7.92";"-0.55";"-0.66";"0";"MOL";"0";"22";"6";"1";"0";"325.1460";"0.38";"ACID";"C15H23N3O3S";"CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O";"BWWVAEOLVKTZFQ-ISVUSNJMSA-N"
"CHEMBL1201041";"AZLOCILLIN SODIUM";"AZLOCILLIN SODIUM|AZLOCILLIN SODIUM SALT|Azlin|Azlocillin sodium|BAY-E 6905|BAY-E-6905|SECUROPEN";"Small molecule";"4.0";"483.48";"9";"14";"0.09";"148.15";"6";"4";"0";"5";"N";"0.45";"3.49";"None";"-0.33";"-3.70";"1";"MOL";"0";"32";"11";"4";"1";"461.1369";"-0.08";"ACID";"C20H22N5NaO6S";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]";"UVOCNBWUHNCKJM-XFAPPKAWSA-M"
"CHEMBL1126";"PENICILLIN G SODIUM";"BENZYL PENICILLIN SODIUM|BENZYLPENICILLIN SODIUM|BENZYLPENICILLINUM NATRICUM|CRYSTAPEN|E706|ETHACILLIN|MONOCILLIN|NSC-402815|PENICILLIN G SODIUM|PENICILLIN G SODIUM SALT|PENICILLIN G SODIUM, CRYSTALLINE|PENICILLIN SODIUM|PENICILLINUM|Penicillin G Sodium|SODIUM BENZYLPENICILLINOATE";"Small molecule";"4.0";"356.38";"26";"69";"0.86";"86.71";"4";"2";"0";"4";"N";"0.80";"3.53";"None";"1.08";"-2.29";"1";"MOL";"0";"23";"6";"2";"0";"334.0987";"0.34";"ACID";"C16H17N2NaO4S";"CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]";"FCPVYOBCFFNJFS-LQDWTQKMSA-M"
"CHEMBL3181832";"METHICILLIN SODIUM";"BRL-1241|CELBENIN|METHICILLIN SODIUM|METHICILLIN SODIUM ANHYDROUS|METICILLIN SODIUM|METICILLIN SODIUM MONOHYDRATE|NSC-757091|SODIUM METHICILLIN|SQ 16,123|SQ-16123|Staphcillin|X-1497";"Small molecule";"4.0";"420.42";"3";"8";"0.95";"105.17";"6";"2";"0";"5";"N";"0.73";"2.96";"None";"0.79";"-2.69";"1";"MOL";"0";"26";"8";"2";"0";"380.1042";"0.43";"ACID";"C17H21N2NaO7S";"COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]";"NRZPASQBOYNGHR-HWROMZCQSA-M"
"CHEMBL575";"METHICILLIN";"2,6-DIMETHOXYPHENYL PENICILLIN|METHICILLIN|METICILLIN|Methicillin|Staphcillin";"Small molecule";"4.0";"380.42";"36";"479";"0.95";"105.17";"6";"2";"0";"5";"N";"0.73";"2.96";"None";"0.79";"-2.69";"1";"MOL";"0";"26";"8";"2";"0";"380.1042";"0.43";"ACID";"C17H20N2O6S";"COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"RJQXTJLFIWVMTO-TYNCELHUSA-N"
"CHEMBL606260";"CARBENICILLIN DISODIUM";"BRL-2064|CARBENICILLIN DISODIUM|CARBENICILLIN DISODIUM SALT|CARBENICILLIN SODIUM|CP-15-639-2|GEOPEN|NSC-111071|PYOPEN";"Small molecule";"4.0";"422.37";"17";"37";"0.49";"124.01";"5";"3";"0";"5";"N";"0.50";"3.11";"None";"0.82";"-5.91";"1";"MOL";"0";"26";"8";"3";"0";"378.0886";"0.62";"ACID";"C17H16N2Na2O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+]";"RTYJTGSCYUUYAL-YCAHSCEMSA-L"
"CHEMBL1201116";"HETACILLIN";"BL-P 804|BL-P-804|BLP-804|BRL-804|HETACILLIN|HETACILLIN ACID|Hetacin|Natacillin|Versapen";"Small molecule";"4.0";"389.48";"9";"29";"1.41";"89.95";"5";"2";"0";"3";"N";"0.76";"3.33";"4.79";"0.06";"-1.99";"1";"MOL";"0";"27";"7";"2";"0";"389.1409";"0.47";"ACID";"C19H23N3O4S";"CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O";"DXVUYOAEDJXBPY-NFFDBFGFSA-N"
"CHEMBL222645";"FLOXACILLIN";"ABBOFLOX|BRL 2039|BRL-2039|CULPEN|FLOXACILLIN|FLOXACILLIN SODIUM|FLOXACILLIN SODIUM ANHYDROUS|FLUCLOMIX-250|FLUCLOMIX-500|FLUCLOXACILLIN|FLUCLOXACILLIN SODIUM|FLUCLOXACILLIN SODIUM ANHYDROUS|FLUCLOXACILLIN SODIUM MONOHYDRATE|FLUCLOXIN|Floxapen|GALFLOXIN|LADROPEN|NSC-277175|RIMAFLOX|STAFOXIL|STAPHLIPEN|STAPHYLEX|ZOXIN 250|ZOXIN 500";"Small molecule";"4.0";"453.88";"18";"79";"2.69";"112.74";"6";"2";"0";"4";"N";"0.68";"3.75";"None";"2.44";"-0.84";"2";"MOL";"0";"30";"8";"2";"0";"453.0561";"-0.62";"ACID";"C19H17ClFN3O5S";"Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"UIOFUWFRIANQPC-JKIFEVAISA-N"
"CHEMBL1614637";"PHENETHICILLIN";".ALPHA.-PHENOXYETHYLPENICILLIN|ALFACILIN|FENETICILLIN|NSC-117548|PHENETICILLIN|SYNTHEPEN";"Small molecule";"4.0";"364.42";"8";"12";"1.09";"95.94";"5";"2";"0";"5";"N";"0.76";"3.47";"None";"1.33";"-2.05";"1";"MOL";"0";"25";"7";"2";"0";"364.1093";"0.11";"ACID";"C17H20N2O5S";"CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"NONJJLVGHLVQQM-JHXYUMNGSA-N"
"CHEMBL1200855";"TICARCILLIN DISODIUM";"BRL 2288|BRL-2288|DISODIUM TICARCILLIN|MONAPEN|NSC-759166|TICARCILLIN DISODIUM|TICARCILLIN DISODIUM SALT|TICARCILLIN SODIUM|TICARPEN|TICILLIN|Ticar";"Small molecule";"4.0";"428.40";"11";"11";"0.55";"124.01";"6";"3";"0";"5";"N";"0.50";"3.09";"None";"0.60";"-5.97";"1";"MOL";"0";"25";"8";"3";"0";"384.0450";"0.13";"ACID";"C15H14N2Na2O6S2";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+]";"ZBBCUBMBMZNEME-QBGWIPKPSA-L"
"CHEMBL1443";"NAFCILLIN";"NAFCILLIN|Nafcillin|Nallpen|Unipen";"Small molecule";"4.0";"414.48";"19";"190";"2.48";"95.94";"5";"2";"0";"5";"N";"0.73";"3.31";"None";"2.29";"-1.13";"2";"MOL";"0";"29";"7";"2";"0";"414.1249";"0.10";"ACID";"C21H22N2O5S";"CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"GPXLMGHLHQJAGZ-JTDSTZFVSA-N"
"CHEMBL174";"AMPICILLIN";"AMFIPEN|AMINOBENZYLPENICILLIN|AMINOBENZYLPENICILLIN TRIHYDRATE|AMPICILLIN|AMPICILLIN (ANHYDROUS)|AMPICILLIN ANHYDROUS|AMPICILLIN HYDRATE|AMPICILLIN TRIHYDRATE|AMPICILLIN, ANHYDROUS|AMPICILLIN/AMPICILLIN TRIHYDRATE|AMPICILLINUM|AMPILAR|ANHYDROUS AMPICILLIN|AY-6108|Alpha-Aminobenzylpenicillin|Amcill|Ampicillin|BRITCIN|BRL-1341|NSC-528986|OMNIPEN (AMPICILLIN)|Omnipen|Omnipen-N|P-50|PENBRITIN|PFIZERPEN-A|POLY-CILLIN|PRINCIPEN '125'|PRINCIPEN '250'|PRINCIPEN '500'|Penbritin|Penbritin-S|Pfizerpen-A|Polycillin|Polycillin-N|Polycillin-Prb|Principen|Probampacin|REDICILIN|SEMICILLIN|TOKIOCILLIN|TOTACILLIN|Totacillin|Totacillin-N|ULTRABION|VIDOPEN|WY 5103";"Small molecule";"4.0";"349.41";"513";"7395";"0.32";"112.73";"5";"3";"0";"4";"N";"0.67";"3.24";"7.23";"-2.00";"-2.36";"1";"MOL";"0";"24";"7";"4";"0";"349.1096";"0.74";"ACID";"C16H19N3O4S";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"AVKUERGKIZMTKX-NJBDSQKTSA-N"
"CHEMBL1200852";"PENICILLIN V POTASSIUM";"ANTIBIOCIN|Beepen VK|Beepen-vk|Betapen-vk|LEDERCILLIN VK|NSC-757258|PENAPAR-VK|PENICILLIN POTASSIUM PHENOXYMETHYL|PENICILLIN V POTASSIUM|PENICILLIN V POTASSIUM SALT|PENICILLIN VK|PENICILLIN-VK|PHENOXYMETHYLPENICILLIN POTASSIUM|PHENOXYMETHYLPENICILLINUM KALICUM|POTASSIUM PENICILLIN V|PRIMCILLIN|Pen-vee K|Penicillin VK|Pfizerpen Vk|Phenoxymethylpenicillin K|UTICILLIN VK|V-Cillin-K|V-cillin K|VAMOSYN|VEETIDS '125'|VEETIDS '250'|VEETIDS '500'|Veetids";"Small molecule";"4.0";"388.49";"10";"16";"0.70";"95.94";"5";"2";"0";"5";"N";"0.76";"3.39";"None";"0.76";"-2.64";"1";"MOL";"0";"24";"7";"2";"0";"350.0936";"0.07";"ACID";"C16H17KN2O5S";"CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]";"HCTVWSOKIJULET-LQDWTQKMSA-M"
"CHEMBL1596";"CARBENICILLIN INDANYL";"CARBENICILLIN INDANYL|CARINDACILLIN|Carbenicillin indanyl|INDANYL CARBENICILLIN";"Small molecule";"4.0";"494.57";"3";"3";"2.50";"113.01";"6";"2";"0";"6";"N";"0.27";"3.29";"None";"3.63";"0.20";"2";"MOL";"0";"35";"8";"2";"0";"494.1512";"0.25";"ACID";"C26H26N2O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"JIRBAUWICKGBFE-MNRDOXJOSA-N"
"CHEMBL2105612";"PROPICILLIN";"(1-PHENOXYPROPYL)PENICILLIN|.ALPHA.-PHENOXYPROPYLPENICILLIN|BAYCILLIN|PHENOXYPROPYLPENICILLIN|PROPICILLIN|PROPICILLIN POTASSIUM|PROPICILLIN POTASSIUM SALT";"Small molecule";"4.0";"378.45";"";"";"1.48";"95.94";"5";"2";"0";"6";"N";"0.73";"3.39";"None";"1.85";"-1.55";"1";"MOL";"0";"26";"7";"2";"0";"378.1249";"0.26";"ACID";"C18H22N2O5S";"CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"HOCWPKXKMNXINF-XQERAMJGSA-N"
"CHEMBL1200701";"DICLOXACILLIN SODIUM";"BRL-1702|DICLOXACILLIN SODIUM|DICLOXACILLIN SODIUM HYDRATE|DICLOXACILLIN SODIUM MONOHYDRATE|DICLOXACILLIN SODIUM SALT MONOHYDRATE|DICLOXACILLINUM NATRICUM|DYCILL|Dynapen|NSC-756726|P-1011|PATHOCIL|SODIUM DICLOXACILLIN|SODIUM DICLOXACILLIN MONOHYDRATE";"Small molecule";"4.0";"510.33";"11";"33";"3.20";"112.74";"6";"2";"0";"4";"N";"0.66";"3.75";"None";"2.91";"-0.38";"2";"MOL";"0";"30";"8";"2";"0";"469.0266";"-0.31";"ACID";"C19H18Cl2N3NaO6S";"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]";"SIGZQNJITOWQEF-VICXVTCVSA-M"
"CHEMBL29";"BENZYLPENICILLIN";"BENZYL PENICILLIN|BENZYLPENICILLIN|BENZYLPENICILLIN |Benzylpenicillin|Bicillin|CRYSTAPEN G|J01CE01|NSC-193396|PENICILLIN G|Penicillin G|Penicillin-2|Permapen|Pfizerpen-AS";"Small molecule";"4.0";"334.40";"355";"3891";"0.86";"86.71";"4";"2";"0";"4";"N";"0.80";"3.53";"None";"1.08";"-2.29";"1";"MOL";"0";"23";"6";"2";"0";"334.0987";"0.34";"ACID";"C16H18N2O4S";"CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O";"JGSARLDLIJGVTE-MBNYWOFBSA-N"
