"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1323";"DARUNAVIR";"(-)-DARUNAVIR|DARUNAVIR|MC-114|PREZISTA|TMC 114|TMC-114|TMC-41629|TMC114|UIC-94017|UIC-940T";"Small molecule";"4.0";"547.67";"29";"671";"2.38";"140.42";"8";"3";"1";"11";"N";"0.36";"13.59";"2.39";"2.82";"2.82";"2";"MOL";"0";"38";"10";"4";"1";"547.2352";"0.12";"NEUTRAL";"C27H37N3O7S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1";"CJBJHOAVZSMMDJ-HEXNFIEUSA-N"
"CHEMBL3989866";"BICTEGRAVIR";"BICTEGRAVIR|GS-9883|GS-9883-01";"Small molecule";"4.0";"449.39";"2";"2";"1.63";"100.87";"6";"2";"0";"3";"N";"0.74";"9.81";"None";"1.36";"1.35";"2";"MOL";"0";"32";"8";"2";"0";"449.1199";"-0.38";"NEUTRAL";"C21H18F3N3O5";"O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2";"SOLUWJRYJLAZCX-LYOVBCGYSA-N"
"CHEMBL152";"CIDOFOVIR";"ANHYDROUS CIDOFOVIR|CIDOFOVIR|CIDOFOVIR ANHYDROUS|CIDOFOVIR DIHYDRATE|GS-0504|HPMPC|HPMPC DIHYDRATE|NSC-742135|Vistide";"Small molecule";"4.0";"279.19";"89";"1094";"-1.66";"147.90";"7";"4";"0";"6";"N";"0.45";"1.35";"None";"-2.28";"-4.70";"1";"MOL";"0";"18";"9";"5";"0";"279.0620";"0.33";"ACID";"C8H14N3O6P";"Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1";"VWFCHDSQECPREK-LURJTMIESA-N"
"CHEMBL184";"ACYCLOVIR";"ACICLOVIR|ACICLOVIRUM|ACYCLOVIR|AVACLYR|AVERT|AVIRAL|Aciclovir|Acycloguanosine|CLEARSORE|CYMEX ULTRA|Cyclovir|DUVIMEX|GERPEVIR|HERPETAD|LIPSORE|LYPSYL|NOVIRUS|NSC-645011|NSC-758477|RANOVIR|SITAVIG|SOOTHELIP|SORAWAY|VIRALIEF|VIRASORB|VIROVIR 200|VIROVIR 400|VIROVIR 800|Zovirax";"Small molecule";"4.0";"225.21";"268";"3283";"-1.33";"119.05";"7";"3";"0";"4";"N";"0.55";"10.16";"0.60";"-1.55";"-1.55";"2";"MOL";"0";"16";"8";"4";"0";"225.0862";"-0.10";"NEUTRAL";"C8H11N5O3";"Nc1nc2c(ncn2COCCO)c(=O)[nH]1";"MKUXAQIIEYXACX-UHFFFAOYSA-N"
"CHEMBL1213165";"DOLUTEGRAVIR SODIUM";"DOLUTEGRAVIR SODIUM|DOLUTEGRAVIR SODIUM SALT|DOVATO|GSK-1349572|GSK-1349572A|GSK1349572A|TIVICAY|TIVICAY PD";"Small molecule";"4.0";"441.37";"21";"203";"1.35";"100.87";"6";"2";"0";"3";"N";"0.78";"10.10";"None";"1.10";"1.10";"2";"MOL";"0";"30";"8";"2";"0";"419.1293";"-0.92";"NEUTRAL";"C20H18F2N3NaO5";"C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+]";"UGWJRRXTMKRYNK-VSLILLSYSA-M"
"CHEMBL1735";"INDINAVIR SULFATE";"Crixivan|INDINAVIR SULFATE|INDINAVIR SULFATE ETHANOLATE|INDINAVIR SULPHATE|INDINAVIRI SULFAS|L-735,524|L-735524|MK-639|NSC-697197";"Small molecule";"4.0";"711.88";"22";"49";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"-0.42";"NEUTRAL";"C36H49N5O8S";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O";"NUBQKPWHXMGDLP-BDEHJDMKSA-N"
"CHEMBL729";"LOPINAVIR";"A-157378-0|A-157378.0|ABT-378|ALUVIRAN|KOLETRA|Kaletra|LOPINAVIR|LOPINAVIR, (S-(2S,4S,5S))-|LOPINAVIR-|LOPINAVIRUM";"Small molecule";"4.0";"628.81";"68";"842";"4.33";"120.00";"5";"4";"1";"15";"N";"0.20";"13.39";"None";"4.69";"4.69";"3";"MOL";"0";"46";"9";"4";"1";"628.3625";"-0.04";"NEUTRAL";"C37H48N4O5";"Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O";"KJHKTHWMRKYKJE-SUGCFTRWSA-N"
"CHEMBL1200850";"GANCICLOVIR SODIUM";"CYTOVENE|CYTOVENE IV|GANCICLOVIR|GANCICLOVIR (AS SODIUM)|GANCICLOVIR SODIUM|GANCICLOVIR SODIUM SALT|RS-21592 SODIUM";"Small molecule";"4.0";"277.22";"";"";"-1.97";"139.28";"8";"4";"0";"5";"N";"0.49";"10.16";"0.58";"-2.18";"-2.18";"2";"MOL";"0";"18";"9";"5";"0";"255.0968";"0.38";"NEUTRAL";"C9H12N5NaO4";"Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+]";"JJICLMJFIKGAAU-UHFFFAOYSA-M"
"CHEMBL1200380";"ACYCLOVIR SODIUM";"ACICLOVIR SODIUM|ACYCLOVIR|ACYCLOVIR SODIUM|ACYCLOVIR SODIUM SALT|Acyclovir|BW 248U|BW 248U SODIUM|BW-248U SODIUM|BW-248U-SODIUM|SODIUM ACYCLOVIR|Zovirax";"Small molecule";"4.0";"247.19";"";"";"-1.33";"119.05";"7";"3";"0";"4";"N";"0.55";"10.16";"0.60";"-1.55";"-1.55";"2";"MOL";"0";"16";"8";"4";"0";"225.0862";"-0.10";"NEUTRAL";"C8H10N5NaO3";"Nc1nc([O-])c2ncn(COCCO)c2n1.[Na+]";"RMLUKZWYIKEASN-UHFFFAOYSA-M"
"CHEMBL182";"GANCICLOVIR";"BW 759U|BW-759U|CYMEVENE|Cymevene|Cytovene|GANCICLOVIR|GANCYCLOVIR|GANZYK-RTU|NSC-759656|RS-21592|VALGANCICLOVIR HYDROCHLORIDE IMPURITY A|VIRGAN|Vitrasert|ZIRGAN";"Small molecule";"4.0";"255.23";"240";"2349";"-1.97";"139.28";"8";"4";"0";"5";"N";"0.49";"10.16";"0.58";"-2.18";"-2.18";"2";"MOL";"0";"18";"9";"5";"0";"255.0968";"0.38";"NEUTRAL";"C9H13N5O4";"Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1";"IRSCQMHQWWYFCW-UHFFFAOYSA-N"
"CHEMBL2107825";"TENOFOVIR ALAFENAMIDE";"GS-7340|GS-734003|TENOFOVIR ALAFENAMIDE|VEMLIDY";"Small molecule";"4.0";"476.47";"13";"59";"2.97";"143.48";"10";"2";"0";"11";"N";"0.31";"11.36";"3.74";"1.88";"1.88";"3";"MOL";"0";"33";"11";"3";"1";"476.1937";"-0.42";"NEUTRAL";"C21H29N6O5P";"CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1";"LDEKQSIMHVQZJK-CAQYMETFSA-N"
"CHEMBL115";"INDINAVIR";"CRIXIVAN|Crixivan|INDINAVIR|INDINAVIR ANHYDROUS|INDINAVIR MONOHYDRATE|INDINAVIR SYSTEM SUITABILITY|Indinavir|L-735524|MK-639";"Small molecule";"4.0";"613.80";"159";"1332";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"-0.42";"NEUTRAL";"C36H47N5O4";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O";"CBVCZFGXHXORBI-PXQQMZJSSA-N"
"CHEMBL2364637";"TENOFOVIR ALAFENAMIDE FUMARATE";"GS-7340 HEMIFUMARATE|GS-7340-03|TENOFOVIR ALAFENAMIDE FUMARATE|VEMLIDY";"Small molecule";"4.0";"1069.02";"";"";"2.97";"143.48";"10";"2";"0";"11";"N";"0.31";"11.36";"3.74";"1.88";"1.88";"3";"MOL";"0";"33";"11";"3";"1";"476.1937";"-0.42";"NEUTRAL";"C46H62N12O14P2";"CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O";"SVUJNSGGPUCLQZ-FQQAACOVSA-N"
"CHEMBL1349";"VALACYCLOVIR";"VALACICLOVIR|VALACV|VALACYCLOVIR|VALTREX|Valacyclovir|ZELITREX";"Small molecule";"4.0";"324.34";"139";"807";"-0.80";"151.14";"9";"3";"0";"7";"N";"0.44";"11.99";"7.48";"-0.06";"-0.40";"2";"MOL";"0";"23";"10";"5";"0";"324.1546";"-0.28";"NEUTRAL";"C13H20N6O4";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21";"HDOVUKNUBWVHOX-QMMMGPOBSA-N"
"CHEMBL1229";"OSELTAMIVIR";"GS 4104|GS-4071 ETHYL ESTER|GS-4104|GS4104|OSELTAMIVIR|Oseltamivir Carboxylate|RO 640796|RO-64-0796|RO-640796|RO64-0796";"Small molecule";"4.0";"312.41";"70";"1188";"1.29";"90.65";"5";"2";"0";"7";"N";"0.69";"None";"9.31";"1.16";"-0.72";"0";"MOL";"0";"22";"6";"3";"0";"312.2049";"1.02";"BASE";"C16H28N2O4";"CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1";"VSZGPKBBMSAYNT-RRFJBIMHSA-N"
"CHEMBL515408";"MARIBAVIR";"1263-W-94|1263W94|BW-1263W94|GW-257406X|LIVTENCITY|MARIBAVIR";"Small molecule";"4.0";"376.24";"17";"95";"1.77";"99.77";"7";"4";"0";"4";"N";"0.65";"12.45";"6.38";"1.84";"1.80";"2";"MOL";"0";"24";"7";"4";"0";"375.0753";"0.14";"NEUTRAL";"C15H19Cl2N3O4";"CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O";"KJFBVJALEQWJBS-XUXIUFHCSA-N"
"CHEMBL584";"NELFINAVIR";"NELFINAVIR|NSC-747167|Nelfinavir|Viracept";"Small molecule";"4.0";"567.80";"158";"925";"4.75";"101.90";"6";"4";"1";"9";"N";"0.33";"9.32";"8.18";"4.72";"4.09";"2";"MOL";"0";"40";"7";"4";"1";"567.3131";"-0.09";"NEUTRAL";"C32H45N3O4S";"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C";"QAGYKUNXZHXKMR-HKWSIXNMSA-N"
"CHEMBL218394";"BOCEPREVIR";"BOCEPREVIR|EBP 520|EBP-520|SCH 503034|SCH-503034|VICTRELIS";"Small molecule";"4.0";"519.69";"54";"432";"1.71";"150.70";"5";"4";"1";"8";"N";"0.36";"12.44";"None";"1.78";"1.78";"0";"MOL";"0";"37";"10";"5";"1";"519.3421";"0.23";"NEUTRAL";"C27H45N5O5";"CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C";"LHHCSNFAOIFYRV-DOVBMPENSA-N"
"CHEMBL3989402";"PERAMIVIR";"BCX-1812|PERAMIVIR|PERAMIVIR HYDRATE|PERAMIVIR TRIHYDRATE|RAPIACTA|RAPIVAB";"Small molecule";"4.0";"382.46";"9";"10";"-0.14";"148.53";"4";"6";"1";"7";"N";"0.28";"4.09";"12.46";"-2.12";"-2.12";"0";"MOL";"0";"23";"8";"7";"1";"328.2111";"0.70";"ZWITTERION";"C15H34N4O7";"CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O.O.O";"RFUCJKFZFXNIGB-ZBBHRWOZSA-N"
"CHEMBL518520";"RALTEGRAVIR POTASSIUM";"ISENTRESS|ISENTRESS HD|MK-0518|MK-0518 POTASSIUM|MK0518 POTASSIUM|RALTEGRAVIR MONOPOTASSIUM SALT|RALTEGRAVIR POTASSIUM|RALTEGRAVIR POTASSIUM SALT";"Small molecule";"4.0";"482.51";"9";"100";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"None";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"-1.08";"NEUTRAL";"C20H20FKN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+]";"IFUKBHBISRAZTF-UHFFFAOYSA-M"
"CHEMBL1201110";"VALACYCLOVIR HYDROCHLORIDE";"256-U-87 HYDROCHLORIDE|256U87 HYDROCHLORIDE|BW-256|BW-256U87|NSC-759101|VALACICLOVIR (AS HYDROCHLORIDE)|VALACICLOVIR HYDROCHLORIDE|VALACYCLOVIR HCL|VALACYCLOVIR HYDROCHLORIDE|Valtrex";"Small molecule";"4.0";"360.80";"32";"67";"-0.80";"151.14";"9";"3";"0";"7";"N";"0.44";"11.99";"7.48";"-0.06";"-0.40";"2";"MOL";"0";"23";"10";"5";"0";"324.1546";"-0.28";"NEUTRAL";"C13H21ClN6O4";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl";"ZCDDBUOENGJMLV-QRPNPIFTSA-N"
"CHEMBL713";"ENTECAVIR";"ANHYDROUS ENTECAVIR|BMS-200475-01|Baraclude|ENTECAVIR|ENTECAVIR ANHYDROUS|ENTECAVIR HYDRATE|ENTECAVIR MONOHYDRATE|SQ-34676|SQ34676";"Small molecule";"4.0";"277.28";"25";"312";"-0.83";"130.05";"7";"4";"0";"2";"N";"0.53";"10.17";"0.74";"-1.96";"-1.96";"2";"MOL";"0";"20";"8";"5";"0";"277.1175";"1.03";"NEUTRAL";"C12H15N5O3";"C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21";"QDGZDCVAUDNJFG-FXQIFTODSA-N"
"CHEMBL3137330";"CABOTEGRAVIR SODIUM";"CABOTEGRAVIR SODIUM|GSK-1265744B|GSK1265744B|S-265744B|VOCABRIA";"Small molecule";"4.0";"427.34";"";"";"0.96";"100.87";"6";"2";"0";"3";"N";"0.79";"10.04";"None";"1.04";"1.04";"2";"MOL";"0";"29";"8";"2";"0";"405.1136";"-1.02";"NEUTRAL";"C19H16F2N3NaO5";"C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+]";"AEZBWGMXBKPGFP-KIUAEZIZSA-M"
"CHEMBL1205";"NELFINAVIR MESYLATE";"AG-1343|AG1343|NELFINAVIR MESILATE|NELFINAVIR MESYLATE|NELFINAVIR METHANESULFONATE|NELFINAVIRI MESILAS|Viracept";"Small molecule";"4.0";"663.90";"49";"189";"4.75";"101.90";"6";"4";"1";"9";"N";"0.33";"9.32";"8.18";"4.72";"4.09";"2";"MOL";"0";"40";"7";"4";"1";"567.3131";"-0.09";"NEUTRAL";"C33H49N3O7S2";"CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C";"NQHXCOAXSHGTIA-SKXNDZRYSA-N"
"CHEMBL880";"FAMCICLOVIR";"BRL-42810|FAMCICLOVIR|Famvir|NSC-758921";"Small molecule";"4.0";"321.34";"143";"844";"0.54";"122.22";"9";"1";"0";"7";"N";"0.73";"None";"3.65";"-0.48";"-0.48";"2";"MOL";"0";"23";"9";"2";"0";"321.1437";"-0.20";"NEUTRAL";"C14H19N5O4";"CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O";"GGXKWVWZWMLJEH-UHFFFAOYSA-N"
"CHEMBL1200340";"OSELTAMIVIR PHOSPHATE";"AGUCORT|OSELTAMIVIR (AS PHOSPHATE)|OSELTAMIVIR PHOSPHATE|OSELTAMIVIRI PHOSPHAS|RO 64-0796/002|RO-64-0796-002|Tamiflu";"Small molecule";"4.0";"410.40";"24";"146";"1.29";"90.65";"5";"2";"0";"7";"N";"0.69";"None";"9.31";"1.16";"-0.72";"0";"MOL";"0";"22";"6";"3";"0";"312.2049";"1.02";"BASE";"C16H31N2O8P";"CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O";"PGZUMBJQJWIWGJ-ONAKXNSWSA-N"
"CHEMBL2403238";"CABOTEGRAVIR";"APRETUDE|CABOTEGRAVIR|GSK-1265744|GSK-1265744A|GSK1265744|GSK1265744A|GSK744|S-265744";"Small molecule";"4.0";"405.36";"18";"42";"0.96";"100.87";"6";"2";"0";"3";"N";"0.79";"10.04";"None";"1.04";"1.04";"2";"MOL";"0";"29";"8";"2";"0";"405.1136";"-1.02";"NEUTRAL";"C19H17F2N3O5";"C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12";"WCWSTNLSLKSJPK-LKFCYVNXSA-N"
"CHEMBL4303288";"ABACAVIR SULFATE";"1592U89|1592U89 SULFATE|ABACAVIR (AS SULFATE)|ABACAVIR HEMISULFATE|ABACAVIR SULFATE|ABACAVIR SULFATE RACEMIC|ABACAVIR SULPHATE|ABACAVIRI SULFAS|ABAMUNE|DRG-0257|NSC-760063|Ziagen";"Small molecule";"4.0";"670.76";"1";"1";"1.09";"101.88";"7";"3";"0";"4";"N";"0.73";"None";"5.80";"0.39";"0.38";"2";"MOL";"0";"21";"7";"4";"0";"286.1542";"0.03";"NEUTRAL";"C28H38N12O6S";"Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O";"WMHSRBZIJNQHKT-FFKFEZPRSA-N"
"CHEMBL1380";"ABACAVIR";"ABACAVIR|AVACAVIR|Abacavir|Epzicom|NSC-742406|ZIAGEN|Ziagen";"Small molecule";"4.0";"286.34";"41";"256";"1.09";"101.88";"7";"3";"0";"4";"N";"0.73";"None";"5.80";"0.39";"0.38";"2";"MOL";"0";"21";"7";"4";"0";"286.1542";"0.03";"NEUTRAL";"C14H18N6O";"Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1";"MCGSCOLBFJQGHM-SCZZXKLOSA-N"
"CHEMBL254316";"RALTEGRAVIR";"ISENTRESS|MK-0518|RALTEGRAVIR";"Small molecule";"4.0";"444.42";"46";"714";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"None";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"-1.08";"NEUTRAL";"C20H21FN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1";"CZFFBEXEKNGXKS-UHFFFAOYSA-N"
