"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1198857";"VILANTEROL";"GW-642444|GW-642444X|GW642444|GW642444X|VILANTEROL";"Small molecule";"4.0";"486.44";"1";"1";"4.61";"91.18";"6";"4";"0";"16";"N";"0.26";"10.12";"9.40";"3.60";"1.93";"2";"MOL";"0";"32";"6";"4";"0";"485.1736";"-0.17";"BASE";"C24H33Cl2NO5";"OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O";"DAFYYTQWSAWIGS-DEOSSOPVSA-N"
"CHEMBL1094966";"PIRBUTEROL";"ARA-211|PIRBUTEROL|Pirbuterol";"Small molecule";"4.0";"240.30";"7";"41";"0.70";"85.61";"5";"4";"0";"4";"N";"0.62";"8.79";"9.59";"-0.66";"-1.78";"1";"MOL";"0";"17";"5";"4";"0";"240.1474";"0.20";"BASE";"C12H20N2O3";"CC(C)(C)NCC(O)c1ccc(O)c(CO)n1";"VQDBNKDJNJQRDG-UHFFFAOYSA-N"
"CHEMBL3989693";"LEVALBUTEROL TARTRATE";"LEVALBUTEROL TARTRATE|LEVOSALBUTAMOL TARTRATE|XOPENEX HFA|Xopenex";"Small molecule";"4.0";"628.72";"";"";"1.31";"72.72";"4";"4";"0";"4";"N";"0.64";"10.12";"9.40";"0.34";"-1.32";"1";"MOL";"0";"17";"4";"4";"0";"239.1521";"0.56";"BASE";"C30H48N2O12";"CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)C(O)C(O)C(=O)O";"VNVNZKCCDVFGAP-NMFAMCKASA-N"
"CHEMBL1951071";"ARFORMOTEROL TARTRATE";"ARFORMOTEROL TARTRATE|Brovana|FORMOTEROL R,R-FORM L-TARTRATE";"Small molecule";"4.0";"494.50";"1";"2";"2.22";"90.82";"5";"4";"0";"9";"N";"0.41";"8.61";"9.81";"1.06";"0.04";"2";"MOL";"0";"25";"6";"4";"0";"344.1736";"-0.07";"BASE";"C23H30N2O10";"COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)C(O)C(O)C(=O)O";"FCSXYHUNDAXDRH-QVRIGTRMSA-N"
"CHEMBL1256786";"FORMOTEROL";"FORMOTEROL|Foradil|Formoterol";"Small molecule";"4.0";"344.41";"26";"148";"2.22";"90.82";"5";"4";"0";"9";"N";"0.41";"8.61";"9.81";"1.06";"0.04";"2";"MOL";"0";"25";"6";"4";"0";"344.1736";"-0.07";"BASE";"C19H24N2O4";"COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1";"BPZSYCZIITTYBL-UHFFFAOYSA-N"
"CHEMBL1441059";"ALBUTEROL SULFATE";"ALBUTEROL SULFATE|ALBUTEROL SULPHATE|Accuneb|BUVENTOL|ECOVENT|HEXOTONAL|LOFTAN|NSC-289928|PROAIR DIGIHALER|PROAIR HFA|PROAIR RESPICLICK|PROVENTIL-HFA|Proair|Proventil|R03AC02|R03CC02|SALAMOL|SALBUMOL|SALBUTAMOL (AS SULFATE)|SALBUTAMOL SULFATE|SALBUTAMOL SULPHATE|SALBUTAMOLI SULFAS|SCH 13949W SULFATE|SCH 13949W SULPHATE|SCH-13949W SULFATE|SCH-13949W SULPHATE|SULBUTAMOL (AS SULPHATE)|SULTANOL|TORPEX|VENETLIN|VENTILASTIN|VENTOLIN HFA|VENTOLIN ROTACAPS|VOSPIRE|VOSPIRE ER|Ventolin|Volmax";"Small molecule";"4.0";"576.71";"11";"11";"1.31";"72.72";"4";"4";"0";"4";"N";"0.64";"10.12";"9.40";"0.34";"-1.32";"1";"MOL";"0";"17";"4";"4";"0";"239.1521";"0.56";"BASE";"C26H44N2O10S";"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O";"BNPSSFBOAGDEEL-UHFFFAOYSA-N"
"CHEMBL1200444";"PIRBUTEROL ACETATE";"CP-24,314-14|CP-24314-14|Maxair|PIRBUTEROL ACETATE|PIRBUTEROL MONOACETATE|SPIROLAIR";"Small molecule";"4.0";"300.36";"";"";"0.70";"85.61";"5";"4";"0";"4";"N";"0.62";"8.79";"9.59";"-0.66";"-1.78";"1";"MOL";"0";"17";"5";"4";"0";"240.1474";"0.20";"BASE";"C14H24N2O5";"CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1";"QSXMZJGGEWYVCN-UHFFFAOYSA-N"
"CHEMBL3989798";"FORMOTEROL FUMARATE";"ATIMOS MODULITE|ATOCK|BD 40A|BD-40A|CGP 25827A|CGP-25827A|EFORMOTEROL|FOMOTEROL FUMARATE|FORADIL CERTIHALER|FORASEQ|FORMOTEROL FUMARATE|FORMOTEROL FUMARATE (SUPERCEDED)|FORMOTEROL FUMARATE ANHYDROUS|FORMOTEROL FUMARATE DIHYDRATE|FORMOTEROL FUMARATE HYDRATE|FORMOTEROL HEMIFUMARATE|Foradil|NSC-299587|OXEZE|OXIS 12|OXIS 6|PERFOROMIST|Performist|YM-08316";"Small molecule";"4.0";"840.92";"2";"4";"2.22";"90.82";"5";"4";"0";"9";"N";"0.41";"8.61";"9.81";"1.06";"0.04";"2";"MOL";"0";"25";"6";"4";"0";"344.1736";"-0.07";"BASE";"C42H56N4O14";"COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O";"RATSWNOMCHFQGJ-XODSYJLDSA-N"
"CHEMBL3989646";"PIRBUTEROL HYDROCHLORIDE";"BRONCOCOR|CP-24,314-1|CP-24314-1|EXIREL|NSC-355078|PIRBUTEROL DIHYDROCHLORIDE|PIRBUTEROL HYDROCHLORIDE|PYRBUTEROL HYDROCHLORIDE";"Small molecule";"4.0";"313.23";"";"";"0.70";"85.61";"5";"4";"0";"4";"N";"0.62";"8.79";"9.59";"-0.66";"-1.78";"1";"MOL";"0";"17";"5";"4";"0";"240.1474";"0.20";"BASE";"C12H22Cl2N2O3";"CC(C)(C)NCC(O)c1ccc(O)c(CO)n1.Cl.Cl";"XIDFCZTVVCWBGN-UHFFFAOYSA-N"
"CHEMBL1363";"ARFORMOTEROL";"ARFORMOTEROL|FORMOTEROL R,R-FORM";"Small molecule";"4.0";"344.41";"8";"14";"2.22";"90.82";"5";"4";"0";"9";"N";"0.41";"8.61";"9.81";"1.06";"0.04";"2";"MOL";"0";"25";"6";"4";"0";"344.1736";"-0.07";"BASE";"C19H24N2O4";"COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1";"BPZSYCZIITTYBL-YJYMSZOUSA-N"
"CHEMBL1084172";"VILANTEROL TRIFENATATE";"GW-642444M|GW642444M|VILANTEROL (AS TRIFENATATE)|VILANTEROL TRIFENATATE";"Small molecule";"4.0";"774.78";"3";"5";"4.61";"91.18";"6";"4";"0";"16";"N";"0.26";"10.12";"9.40";"3.60";"1.93";"2";"MOL";"0";"32";"6";"4";"0";"485.1736";"-0.17";"BASE";"C44H49Cl2NO7";"O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O";"KLOLZALDXGTNQE-JIDHJSLPSA-N"
