"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1287853";"FEDRATINIB";"FEDRATINIB|Fedratinib|SAR-302503|SAR302503|TG-101348|TG101348";"Small molecule";"4.0";"524.69";"484";"789";"4.82";"108.48";"8";"3";"1";"10";"N";"0.35";"10.21";"9.00";"4.64";"3.23";"3";"MOL";"0";"37";"9";"3";"1";"524.2570";"-1.71";"BASE";"C27H36N6O3S";"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1";"JOOXLOJCABQBSG-UHFFFAOYSA-N"
"CHEMBL553";"ERLOTINIB";"CP-358,774|CP-358774|CP-35877401|ERLOTINIB|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231|TARCEVA";"Small molecule";"4.0";"393.44";"1177";"5264";"3.41";"74.73";"7";"1";"0";"10";"N";"0.42";"None";"4.62";"3.20";"3.20";"3";"MOL";"0";"29";"7";"1";"0";"393.1689";"-1.22";"NEUTRAL";"C22H23N3O4";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"AAKJLRGGTJKAMG-UHFFFAOYSA-N"
"CHEMBL3989973";"PEXIDARTINIB HYDROCHLORIDE";"FP-113|PEXIDARTINIB HYDROCHLORIDE|PLX-3397 HCL|PLX3397 HCl|Turalio";"Small molecule";"4.0";"454.28";"";"";"5.23";"66.49";"4";"2";"1";"5";"N";"0.47";"None";"6.76";"4.54";"4.45";"4";"MOL";"0";"29";"5";"2";"1";"417.0968";"-1.35";"NEUTRAL";"C20H16Cl2F3N5";"Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1";"CJLUYLRKLUYCEK-UHFFFAOYSA-N"
"CHEMBL1789941";"RUXOLITINIB";"INC-424|INC424|INCB-018424|INCB-18424|INCB018424|JAKAVI|RUXOLITINIB";"Small molecule";"4.0";"306.37";"516";"1030";"3.47";"83.18";"5";"1";"0";"4";"N";"0.80";"13.89";"3.91";"2.48";"2.48";"3";"MOL";"0";"23";"6";"1";"0";"306.1593";"-0.90";"NEUTRAL";"C17H18N6";"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1";"HFNKQEVNSGCOJV-OAHLLOKOSA-N"
"CHEMBL4297522";"PEMIGATINIB";"FGFR INHIBITOR INCB054828|INCB-054828|INCB054828|PEMAZYRE|PEMIGATINIB";"Small molecule";"4.0";"487.51";"73";"134";"3.66";"83.16";"6";"1";"0";"6";"N";"0.57";"13.88";"5.90";"1.82";"1.80";"3";"MOL";"0";"35";"9";"1";"0";"487.2031";"-0.90";"NEUTRAL";"C24H27F2N5O4";"CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21";"HCDMJFOHIXMBOV-UHFFFAOYSA-N"
"CHEMBL3989937";"CAPMATINIB HYDROCHLORIDE";"CAPMATINIB HYDROCHLORIDE|CAPMATINIB HYDROCHLORIDE HYDRATE|NVP-INC280-AAA|TABRECTA";"Small molecule";"4.0";"503.37";"";"";"3.43";"85.07";"6";"1";"0";"4";"N";"0.49";"12.77";"4.55";"2.96";"2.96";"5";"MOL";"0";"31";"7";"1";"0";"412.1448";"-1.54";"NEUTRAL";"C23H21Cl2FN6O2";"CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O";"COWBUPJEEDYWKD-UHFFFAOYSA-N"
"CHEMBL2105708";"PONATINIB HYDROCHLORIDE";"AP-24534 HCL|AP24534 HCL|ICLUSIG|PONATINIB HYDROCHLORIDE";"Small molecule";"4.0";"569.03";"";"";"4.46";"65.77";"6";"1";"1";"4";"N";"0.39";"None";"7.62";"4.97";"4.54";"4";"MOL";"0";"39";"7";"1";"1";"532.2198";"-1.80";"NEUTRAL";"C29H28ClF3N6O";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl";"BWTNNZPNKQIADY-UHFFFAOYSA-N"
"CHEMBL3286830";"LORLATINIB";"LORBRENA|LORLATINIB|PF-06463922";"Small molecule";"4.0";"406.42";"46";"934";"2.80";"110.06";"7";"1";"0";"0";"N";"0.61";"None";"5.71";"1.63";"1.62";"3";"MOL";"0";"30";"8";"2";"0";"406.1554";"-0.62";"NEUTRAL";"C21H19FN6O2";"C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21";"IIXWYSCJSQVBQM-LLVKDONJSA-N"
"CHEMBL2110732";"DACOMITINIB";"DACOMITINIB|Dacomitinib|PF-00299804";"Small molecule";"4.0";"469.95";"303";"1179";"5.16";"79.38";"6";"2";"1";"7";"N";"0.47";"12.50";"8.55";"4.71";"3.53";"3";"MOL";"0";"33";"7";"2";"1";"469.1681";"-1.61";"BASE";"C24H25ClFN5O2";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1";"LVXJQMNHJWSHET-AATRIKPKSA-N"
"CHEMBL3188267";"CAPMATINIB";"CAPMATINIB|Capmatinib|INC-280|INC280|INCB-28060|INCB-28060 FREE BASE|NVP-INC280|NVP-INC280-NX|NYP-INC280-NX";"Small molecule";"4.0";"412.43";"289";"303";"3.43";"85.07";"6";"1";"0";"4";"N";"0.49";"12.77";"4.55";"2.96";"2.96";"5";"MOL";"0";"31";"7";"1";"0";"412.1448";"-1.54";"NEUTRAL";"C23H17FN6O";"CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F";"LIOLIMKSCNQPLV-UHFFFAOYSA-N"
"CHEMBL1171837";"PONATINIB";"AP-24534|AP24534|ICLUSIG|PONATINIB";"Small molecule";"4.0";"532.57";"995";"1349";"4.46";"65.77";"6";"1";"1";"4";"N";"0.39";"None";"7.62";"4.97";"4.54";"4";"MOL";"0";"39";"7";"1";"1";"532.2198";"-1.80";"NEUTRAL";"C29H27F3N6O";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12";"PHXJVRSECIGDHY-UHFFFAOYSA-N"
"CHEMBL2105759";"BARICITINIB";"BARICITINIB|BARICITINIB PHOSPHATE|BARICITINIB PHOSPHATE SALT|Baricitinib|INCB-028050|INCB-28050|INCB028050|LY-3009104|LY3009104|OLUMIANT";"Small molecule";"4.0";"371.43";"307";"428";"1.10";"120.56";"7";"1";"0";"5";"N";"0.72";"13.89";"3.91";"-0.19";"-0.19";"3";"MOL";"0";"26";"9";"1";"0";"371.1164";"-1.11";"NEUTRAL";"C16H17N7O2S";"CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1";"XUZMWHLSFXCVMG-UHFFFAOYSA-N"
"CHEMBL3622821";"UPADACITINIB";"ABT-494|RINVOQ|UPADACITINIB|UPADACITINIB ANHYDROUS|UPADACITINIB HEMIHYDRATE|UPADACITINIB HYDRATE";"Small molecule";"4.0";"380.37";"112";"176";"2.91";"78.32";"4";"2";"0";"3";"N";"0.73";"13.99";"4.11";"0.85";"0.85";"3";"MOL";"0";"27";"7";"2";"0";"380.1572";"-1.10";"NEUTRAL";"C17H19F3N6O";"CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12";"WYQFJHHDOKWSHR-MNOVXSKESA-N"
"CHEMBL2105684";"SELUMETINIB SULFATE";"AZD-6244 HYD-SULFATE|AZD-6244 HYDROGEN SULFATE|AZD-6244 HYDROGEN SULPHATE|AZD6244 HYD-SULFATE|AZD6244 HYDROGEN SULFATE|AZD6244 HYDROGEN SULPHATE|KOSELUGO|SELUMETINIB SULFATE|SELUMETINIB SULPHATE";"Small molecule";"4.0";"555.77";"";"";"3.53";"88.41";"6";"3";"0";"6";"N";"0.39";"10.26";"5.07";"4.27";"4.27";"3";"MOL";"0";"27";"7";"3";"0";"456.0000";"-1.23";"NEUTRAL";"C17H17BrClFN4O7S";"Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O";"GRKFGZYYYYISDX-UHFFFAOYSA-N"
"CHEMBL1173655";"AFATINIB";"AFATINIB|BIBW 2992|BIBW-2992|BIBW2992|GILOTRIF|GIOTRIF|NSC-750691|TOMTOVOK|TOVOK";"Small molecule";"4.0";"485.95";"1080";"1690";"4.39";"88.61";"7";"2";"0";"8";"N";"0.46";"12.49";"8.81";"3.76";"2.34";"3";"MOL";"0";"34";"8";"2";"0";"485.1630";"-1.14";"BASE";"C24H25ClFN5O3";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1";"ULXXDDBFHOBEHA-CWDCEQMOSA-N"
"CHEMBL1642";"IMATINIB MESYLATE";"GLEEVEC|GLIVEC|Gleevec|IMATINIB (AS MESILATE)|IMATINIB ACCORD|IMATINIB MEDAC|IMATINIB MESILATE|IMATINIB MESYLATE|IMATINIB METHANE SULFONATE|IMATINIB METHANESULFONATE|Imatinib mesylate|NSC-716051|QTI-571|QTI571|STI 571|STI-571|STI571";"Small molecule";"4.0";"589.72";"124";"885";"4.59";"86.28";"7";"2";"0";"7";"N";"0.39";"12.69";"7.84";"4.38";"3.80";"4";"MOL";"0";"37";"8";"2";"0";"493.2590";"-1.80";"NEUTRAL";"C30H35N7O4S";"CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"YLMAHDNUQAMNNX-UHFFFAOYSA-N"
"CHEMBL4297216";"FEDRATINIB HYDROCHLORIDE";"FEDRATINIB HYDROCHLORIDE|INREBIC|SAR302503A";"Small molecule";"4.0";"615.63";"";"";"4.82";"108.48";"8";"3";"1";"10";"N";"0.35";"10.21";"9.00";"4.64";"3.23";"3";"MOL";"0";"37";"9";"3";"1";"524.2570";"-1.71";"BASE";"C27H40Cl2N6O4S";"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O";"QAFZLTVOFJHYDF-UHFFFAOYSA-N"
"CHEMBL1079742";"ERLOTINIB HYDROCHLORIDE";"CP-358|CP-358,774-01|CP-358774-01|ERLOTINIB HCL|ERLOTINIB HYDROCHLORIDE|OSI-774|Tarceva";"Small molecule";"4.0";"429.90";"56";"85";"3.41";"74.73";"7";"1";"0";"10";"N";"0.42";"None";"4.62";"3.20";"3.20";"3";"MOL";"0";"29";"7";"1";"0";"393.1689";"-1.22";"NEUTRAL";"C22H24ClN3O4";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl";"GTTBEUCJPZQMDZ-UHFFFAOYSA-N"
"CHEMBL601719";"CRIZOTINIB";"CRIZOTINIB|NSC-756645|PF-02341066|PF-2341066|XALKORI";"Small molecule";"4.0";"450.35";"1141";"2292";"5.04";"77.99";"6";"2";"1";"5";"N";"0.53";"None";"10.12";"3.57";"0.95";"3";"MOL";"0";"30";"6";"3";"1";"449.1185";"-0.99";"BASE";"C21H22Cl2FN5O";"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl";"KTEIFNKAUNYNJU-GFCCVEGCSA-N"
"CHEMBL2103743";"TOFACITINIB CITRATE";"CP-690,550-10|CP-690550 CITRATE|CP-690550-10|TASOCITINIB CITRATE|TASOCITINIB MONOCITRATE|TOFACITINIB CITRATE|TOFACITINIB MONOCITRATE|XELJANZ|XELJANZ XR";"Small molecule";"4.0";"504.50";"20";"67";"1.54";"88.91";"5";"1";"0";"3";"N";"0.93";"9.15";"6.44";"1.24";"1.19";"2";"MOL";"0";"23";"7";"1";"0";"312.1699";"-1.14";"NEUTRAL";"C22H28N6O8";"C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O";"SYIKUFDOYJFGBQ-YLAFAASESA-N"
"CHEMBL3655081";"ABROCITINIB";"ABROCITINIB|CIBINQO|PF-04965842";"Small molecule";"4.0";"323.42";"18";"63";"1.25";"90.98";"5";"2";"0";"6";"N";"0.83";"11.47";"6.45";"0.83";"0.79";"2";"MOL";"0";"22";"7";"2";"0";"323.1416";"-1.27";"NEUTRAL";"C14H21N5O2S";"CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1";"IUEWXNHSKRWHDY-PHIMTYICSA-N"
"CHEMBL3889654";"LAROTRECTINIB";"ARRY-470|BAY-2757556|BAY2757556|LAROTRECTINIB|LOXO-101";"Small molecule";"4.0";"428.44";"15";"131";"2.95";"86.00";"6";"2";"0";"3";"N";"0.67";"10.94";"0.70";"2.44";"2.44";"3";"MOL";"0";"31";"8";"2";"0";"428.1772";"-1.76";"NEUTRAL";"C21H22F2N6O2";"O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1";"NYNZQNWKBKUAII-KBXCAEBGSA-N"
"CHEMBL3187723";"BINIMETINIB";"ARRY 438162|ARRY-162|ARRY-438162|BINIMETINIB|Binimetinib|MEK-162|MEK162|MEKTOVI|NVP-MEK162";"Small molecule";"4.0";"441.23";"301";"317";"3.01";"88.41";"6";"3";"0";"6";"N";"0.40";"10.26";"5.06";"3.81";"3.81";"3";"MOL";"0";"27";"7";"3";"0";"440.0296";"-1.16";"NEUTRAL";"C17H15BrF2N4O3";"Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21";"ACWZRVQXLIRSDF-UHFFFAOYSA-N"
"CHEMBL5095049";"PACRITINIB CITRATE";"PACRITINIB CITRATE|VONJO";"Small molecule";"4.0";"664.71";"";"";"4.47";"67.68";"7";"1";"0";"4";"N";"0.67";"None";"8.68";"3.26";"1.96";"2";"MOL";"0";"35";"7";"1";"0";"472.2474";"0.11";"BASE";"C34H40N4O10";"C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O";"BAHHBHSHSRTKNK-BJILWQEISA-N"
"CHEMBL3936761";"ZANUBRUTINIB";"BGB-3111|BRUKINSA|ZANUBRUTINIB";"Small molecule";"4.0";"471.56";"51";"234";"4.22";"102.48";"6";"2";"0";"6";"N";"0.52";"13.81";"2.68";"3.42";"3.42";"3";"MOL";"0";"35";"8";"3";"0";"471.2270";"-0.59";"NEUTRAL";"C27H29N5O3";"C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1";"RNOAOAWBMHREKO-QFIPXVFZSA-N"
"CHEMBL3701238";"FUTIBATINIB";"FGFR-IN-1|FUTIBATINIB|Lytgobi|TAS 120|TAS-120";"Small molecule";"4.0";"418.46";"13";"26";"1.78";"108.39";"8";"1";"0";"4";"N";"0.51";"None";"2.58";"1.77";"1.77";"3";"MOL";"0";"31";"9";"2";"0";"418.1753";"-0.80";"NEUTRAL";"C22H22N6O3";"C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1";"KEIPNCCJPRMIAX-HNNXBMFYSA-N"
"CHEMBL1614701";"SELUMETINIB";"ARRY-142886|ARRY-886|AZD-6244|AZD6244|SELUMETINIB|Selumetinib";"Small molecule";"4.0";"457.69";"1030";"1420";"3.53";"88.41";"6";"3";"0";"6";"N";"0.39";"10.26";"5.07";"4.27";"4.27";"3";"MOL";"0";"27";"7";"3";"0";"456.0000";"-1.23";"NEUTRAL";"C17H15BrClFN4O3";"Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21";"CYOHGALHFOKKQC-UHFFFAOYSA-N"
"CHEMBL3402762";"TEPOTINIB";"EMD 1214063|EMD-1214063|EMD1214063|MSC-2156119|MSC-2156119J|MSC2156119|TEPOTINIB|Tepotinib";"Small molecule";"4.0";"492.58";"307";"362";"4.01";"96.93";"8";"0";"0";"7";"N";"0.38";"None";"9.13";"4.00";"2.26";"4";"MOL";"0";"37";"8";"0";"0";"492.2274";"-1.73";"BASE";"C29H28N6O2";"CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1";"AHYMHWXQRWRBKT-UHFFFAOYSA-N"
"CHEMBL2105712";"AFATINIB DIMALEATE";"AFATINIB DIMALEATE|AFATINIB MALEATE|BIBW-2992 MA2|BIBW-2992-MA2|BIBW-2992MA2|BIBW2992 MA2|BIBW2992-MA2|GILOTRIF";"Small molecule";"4.0";"718.09";"34";"842";"4.39";"88.61";"7";"2";"0";"8";"N";"0.46";"12.49";"8.81";"3.76";"2.34";"3";"MOL";"0";"34";"8";"2";"0";"485.1630";"-1.14";"BASE";"C32H33ClFN5O11";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O";"USNRYVNRPYXCSP-JUGPPOIOSA-N"
"CHEMBL3301607";"FILGOTINIB";"FILGOTINIB|Filgotinib|G-146034|G146034|GLPG-0634|GLPG0634|GS-6034 FREE BASE";"Small molecule";"4.0";"425.51";"330";"542";"1.98";"96.67";"7";"1";"0";"5";"N";"0.67";"10.96";"3.32";"2.03";"2.03";"3";"MOL";"0";"30";"8";"1";"0";"425.1522";"-2.00";"NEUTRAL";"C21H23N5O3S";"O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1";"RIJLVEAXPNLDTC-UHFFFAOYSA-N"
"CHEMBL1738797";"ALECTINIB";"AF-802|AF802|ALECENSA|ALECTINIB|CH-5424802|CH5424802|RO-5424802|RO5424802";"Small molecule";"4.0";"482.63";"335";"451";"4.77";"72.36";"5";"1";"0";"3";"N";"0.58";"12.18";"6.97";"4.89";"4.75";"3";"MOL";"0";"36";"6";"1";"0";"482.2682";"-0.21";"NEUTRAL";"C30H34N4O2";"CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O";"KDGFLJKFZUIJMX-UHFFFAOYSA-N"
"CHEMBL2105704";"LENVATINIB MESYLATE";"E-7080 MESYLATE|E7080|E7080 MESYLATE|LENVATINIB MESILATE|LENVATINIB MESYLATE|LENVATINIB METHANESULFONATE|LENVIMA";"Small molecule";"4.0";"522.97";"3";"20";"4.07";"115.57";"5";"3";"0";"6";"N";"0.55";"12.37";"5.40";"2.52";"2.52";"3";"MOL";"0";"30";"8";"4";"0";"426.1095";"-1.35";"NEUTRAL";"C22H23ClN4O7S";"COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O";"HWLFIUUAYLEFCT-UHFFFAOYSA-N"
"CHEMBL4594292";"TEPOTINIB HYDROCHLORIDE";"MSC2156119J|TEPMETKO|TEPOTINIB HYDROCHLORIDE|TEPOTINIB HYDROCHLORIDE HYDRATE";"Small molecule";"4.0";"547.06";"";"";"4.01";"96.93";"8";"0";"0";"7";"N";"0.38";"None";"9.13";"4.00";"2.26";"4";"MOL";"0";"37";"8";"0";"0";"492.2274";"-1.73";"BASE";"C29H31ClN6O3";"CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1.Cl.O";"KZVOMLRKFJUTLK-UHFFFAOYSA-N"
"CHEMBL2364607";"COBIMETINIB FUMARATE";"COBIMETINIB FUMARATE|COBIMETINIB HEMIFUMARATE|COTELLIC|GDC-0973 HEMIFUMARATE|XL-518 HEMIFUMARATE";"Small molecule";"4.0";"1178.70";"";"";"3.78";"64.60";"4";"3";"1";"4";"N";"0.53";"13.37";"9.76";"5.04";"2.73";"2";"MOL";"0";"30";"5";"3";"1";"531.0631";"-0.86";"BASE";"C46H46F6I2N6O8";"O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1";"RESIMIUSNACMNW-BXRWSSRYSA-N"
