"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1201274";"LEVOBETAXOLOL";"BETAXOLOL, (S)-|LEVOBETAXOLOL";"Small molecule";"4.0";"307.43";"5";"10";"2.39";"50.72";"4";"2";"0";"11";"N";"0.62";"None";"9.67";"2.54";"0.31";"1";"MOL";"0";"22";"4";"2";"0";"307.2147";"-0.56";"BASE";"C18H29NO3";"CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1";"NWIUTZDMDHAVTP-KRWDZBQOSA-N"
"CHEMBL6995";"PRACTOLOL";"AY-21,011|AY-21011|DALZIC|ERALDIN|I.C.I. 50,172|I.C.I.-50,172|ICI-50172|PRACTOLOL|[3-(4-ACETYLAMINO-PHENOXY)-2-HYDROXY-PROPYL]-ISOPROPYL-AMMONIUM";"Small molecule";"4.0";"266.34";"33";"180";"1.38";"70.59";"4";"3";"0";"7";"N";"0.70";"None";"9.67";"0.83";"-1.39";"1";"MOL";"0";"19";"5";"3";"0";"266.1630";"-0.91";"BASE";"C14H22N2O3";"CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1";"DURULFYMVIFBIR-UHFFFAOYSA-N"
"CHEMBL546";"OXPRENOLOL";"OXPRENOLOL|Oxprenolol";"Small molecule";"4.0";"265.35";"36";"130";"1.99";"50.72";"4";"2";"0";"9";"N";"0.67";"None";"9.67";"2.17";"-0.06";"1";"MOL";"0";"19";"4";"2";"0";"265.1678";"-0.33";"BASE";"C15H23NO3";"C=CCOc1ccccc1OCC(O)CNC(C)C";"CEMAWMOMDPGJMB-UHFFFAOYSA-N"
"CHEMBL434200";"TERTATOLOL";"ARTEX|ARTEXAL|PRENALEX|S-2395|SE-2395|TERTATOLOL|TERTATOLOL HYDROCHLORIDE";"Small molecule";"4.0";"295.45";"5";"12";"2.85";"41.49";"4";"2";"0";"5";"N";"0.88";"None";"9.76";"2.88";"0.58";"1";"MOL";"0";"20";"3";"2";"0";"295.1606";"-0.63";"BASE";"C16H25NO2S";"CC(C)(C)NCC(O)COc1cccc2c1SCCC2";"HTWFXPCUFWKXOP-UHFFFAOYSA-N"
"CHEMBL1201115";"ESMOLOL HYDROCHLORIDE";"ASL-8052|Brevibloc|ESMOLOL HCL|ESMOLOL HYDROCHLORIDE";"Small molecule";"4.0";"331.84";"12";"26";"1.53";"67.79";"5";"2";"0";"9";"N";"0.68";"None";"9.67";"1.82";"-0.40";"1";"MOL";"0";"21";"5";"2";"0";"295.1784";"-0.24";"BASE";"C16H26ClNO4";"COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl";"GEKNCWBANDDJJL-UHFFFAOYSA-N"
"CHEMBL1290";"PENBUTOLOL";"Levatol|PENBUTOLOL|Penbutolol";"Small molecule";"4.0";"291.44";"10";"53";"3.47";"41.49";"3";"2";"0";"6";"N";"0.84";"None";"9.76";"3.55";"1.24";"1";"MOL";"0";"21";"3";"2";"0";"291.2198";"-0.39";"BASE";"C18H29NO2";"CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1";"KQXKVJAGOJTNJS-HNNXBMFYSA-N"
"CHEMBL24";"ATENOLOL";"ANTIPRESSAN|ATENAMIN|ATENIX-100|ATENIX-25|ATENIX-50|ATENOLOL|ATENOLOLUM|BETACARD|C07AB03|COROTENOL|DURAATENOLOL|Esatenolol|ICI 66,082|ICI 66082|ICI-66082|Ibinolo|JUVENTAL|KENTOL|MYOCORD|NOVATEN|NSC-757832|PRENORMINE|TENORMIN 25|TENORMIN L.S.|TOTAMOL|Tenormin|UROSIN|Unibloc|VASATEN";"Small molecule";"4.0";"266.34";"184";"941";"0.45";"84.58";"4";"3";"0";"8";"N";"0.64";"None";"9.67";"0.43";"-1.80";"1";"MOL";"0";"19";"5";"4";"0";"266.1630";"-0.62";"BASE";"C14H22N2O3";"CC(C)NCC(O)COc1ccc(CC(N)=O)cc1";"METKIMKYRPQLGS-UHFFFAOYSA-N"
"CHEMBL2361370";"PENBUTOLOL SULFATE";"BETAPRESSIN|HOE 39-893D|HOE 893D|HOE-39-893D|HOE-893D|Levatol|NSC-760043|PENBUTOLOL SULFATE|PENBUTOLOL SULPHATE";"Small molecule";"4.0";"680.95";"2";"11";"3.47";"41.49";"3";"2";"0";"6";"N";"0.84";"None";"9.76";"3.55";"1.24";"1";"MOL";"0";"21";"3";"2";"0";"291.2198";"-0.39";"BASE";"C36H60N2O8S";"CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O";"FEDSNBHHWZEYTP-ZFQYHYQMSA-N"
"CHEMBL1200745";"OXPRENOLOL HYDROCHLORIDE";"APSOLOX|BA-39,089|BA-39089|LARACOR|OXPRENOLOL HCL|OXPRENOLOL HYDROCHLORIDE|OXYPRENIX EXCEL 160|PARITANE|SLOW-PREN|SLOW-TRASICOR|TRASICOR RET|Trasicor";"Small molecule";"4.0";"301.81";"7";"15";"1.99";"50.72";"4";"2";"0";"9";"N";"0.67";"None";"9.67";"2.17";"-0.06";"1";"MOL";"0";"19";"4";"2";"0";"265.1678";"-0.33";"BASE";"C15H24ClNO3";"C=CCOc1ccccc1OCC(O)CNC(C)C.Cl";"COAJXCLTPGGDAJ-UHFFFAOYSA-N"
"CHEMBL2356097";"METOPROLOL SUCCINATE";"H 93/26 SUCCINATE|KAPSPARGO SPRINKLE|METOPROLOL HEMISUCCINATE|METOPROLOL SUCCINATE|SELOKEN-ZOK|SELOZOK|TOPROL-XL|Toprol|Toprol XL";"Small molecule";"4.0";"652.83";"2";"3";"1.61";"50.72";"4";"2";"0";"9";"N";"0.71";"None";"9.67";"1.76";"-0.47";"1";"MOL";"0";"19";"4";"2";"0";"267.1834";"-0.38";"BASE";"C34H56N2O10";"COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O";"RGHAZVBIOOEVQX-UHFFFAOYSA-N"
"CHEMBL1472989";"BISOPROLOL FUMARATE";"BIPRANIX|BISOPROLOL FUMARATE|BISOPROLOL HEMIFUMARATE|CARDICOR|CL 297,939|CL-297939|CONCOR|CONGESCOR|DETENSIEL|EMCONCOR|EMCOR|EMCOR LS|EMD-33-512|EMD-33512|EURADAL|ISOTEN|ISOTEN MITIS|MONOCOR|SOLOC|SOPROL|SPERIDOL|VIVACOR|Zebeta";"Small molecule";"4.0";"766.97";"19";"29";"2.37";"59.95";"5";"2";"0";"12";"N";"0.58";"None";"9.67";"2.20";"-0.03";"1";"MOL";"0";"23";"5";"2";"0";"325.2253";"-0.86";"BASE";"C40H66N2O12";"CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O";"VMDFASMUILANOL-WXXKFALUSA-N"
"CHEMBL642";"ACEBUTOLOL";"ACEBUTOLOL|Acebutolol|C07AB04|Sectral";"Small molecule";"4.0";"336.43";"137";"440";"2.37";"87.66";"5";"3";"0";"10";"N";"0.57";"13.91";"9.57";"1.53";"-0.60";"1";"MOL";"0";"24";"6";"3";"0";"336.2049";"-0.95";"BASE";"C18H28N2O4";"CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1";"GOEMGAFJFRBGGG-UHFFFAOYSA-N"
"CHEMBL1201731";"NEBIVOLOL HYDROCHLORIDE";"BYSTOLIC|NEBIVOLOL HCL|NEBIVOLOL HYDROCHLORIDE|R-067555|R067555|RO67555";"Small molecule";"4.0";"441.90";"6";"10";"2.36";"70.95";"5";"3";"0";"6";"N";"0.69";"13.52";"8.90";"3.21";"1.71";"2";"MOL";"0";"29";"5";"3";"0";"405.1752";"0.07";"BASE";"C22H26ClF2NO4";"Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1";"JWEXHQAEWHKGCW-UHFFFAOYSA-N"
"CHEMBL2062335";"METOPROLOL TARTRATE";"ARBRALENE|BELOC|BELOC COR|BETALOC|BETALOC S.A.|CGP-2175E|LOPRESOR|LOPRESOR SR|Lopressor|MEPRANIX 100|MEPRANIX 50|METOPROLOL HEMITARTRATE|METOPROLOL TARTRATE|METROPRESS|NSC-757105|PRELIS|SELOKEN|SELOPRAL|TENSOMEX|TOPROL XL";"Small molecule";"4.0";"684.82";"20";"34";"1.61";"50.72";"4";"2";"0";"9";"N";"0.71";"None";"9.67";"1.76";"-0.47";"1";"MOL";"0";"19";"4";"2";"0";"267.1834";"-0.38";"BASE";"C34H56N2O12";"COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O";"YGULWPYYGQCFMP-UHFFFAOYSA-N"
"CHEMBL1200813";"ACEBUTOLOL HYDROCHLORIDE";"ACEBUT HCL|ACEBUTOLOL HCL|ACEBUTOLOL HYDROCHLORIDE|ACETANOL|B 17803A|B-17803A|IL-17803A|M&B 17803A|M&B-17803A|NEPTAL|NSC-757412|PRENT|SECTRAL 200|SECTRAL 400|Sectral";"Small molecule";"4.0";"372.89";"17";"31";"2.37";"87.66";"5";"3";"0";"10";"N";"0.57";"13.91";"9.57";"1.53";"-0.60";"1";"MOL";"0";"24";"6";"3";"0";"336.2049";"-0.95";"BASE";"C18H29ClN2O4";"CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl";"KTUFKADDDORSSI-UHFFFAOYSA-N"
"CHEMBL2079587";"STANOZOLOL";"ANDROSTANAZOL|ANDROSTANAZOLE|NSC-233046|NSC-43193|STANOZOLOL|STANOZOLOL CIII|STROMBA|Tevabolin|WIN 14833|WIN-14833|Winstrol|Winstrol Depot";"Small molecule";"4.0";"328.50";"117";"710";"4.12";"48.91";"2";"2";"0";"0";"N";"0.75";"None";"3.36";"3.81";"3.81";"1";"MOL";"0";"24";"3";"2";"0";"328.2515";"1.45";"NEUTRAL";"C21H32N2O";"C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O";"LKAJKIOFIWVMDJ-IYRCEVNGSA-N"
"CHEMBL1691";"BETAXOLOL HYDROCHLORIDE";"ALO 1401-02|ALO-1401-02|ALO-140102|BETAXOLOL HCL|BETAXOLOL HYDROCHLORIDE|BETOPTIC S|Betaxolol|Betoptic|Kerlone|NSC-760048|SL 75.212-10|SL-75.212-10|SL-75212-10|SL-7521210";"Small molecule";"4.0";"343.90";"53";"1150";"2.39";"50.72";"4";"2";"0";"11";"N";"0.62";"None";"9.67";"2.54";"0.31";"1";"MOL";"0";"22";"4";"2";"0";"307.2147";"-0.56";"BASE";"C18H30ClNO3";"CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl";"CHDPSNLJFOQTRK-UHFFFAOYSA-N"
"CHEMBL13";"METOPROLOL";"(RS)-METOPROLOL|BEATROLOL|CGP-2175|DL-METOPROLOL|Lopressidone|METOPROLOL|METOPROLOL SLOW RELEASE|Metoprolol|SEROKEN|Toprol-XL";"Small molecule";"4.0";"267.37";"152";"1447";"1.61";"50.72";"4";"2";"0";"9";"N";"0.71";"None";"9.67";"1.76";"-0.47";"1";"MOL";"0";"19";"4";"2";"0";"267.1834";"-0.38";"BASE";"C15H25NO3";"COCCc1ccc(OCC(O)CNC(C)C)cc1";"IUBSYMUCCVWXPE-UHFFFAOYSA-N"
"CHEMBL27";"PROPRANOLOL";".BETA.-PROPRANOLOL|AY-64043-|BETALONG|DL-PROPRANOLOL|EUPROVASIN|Inderal|Inderide-40/25|Inderide-80/25|PROPRANOLOL|PROPRASYLYT|Propranolol|REDUCOR";"Small molecule";"4.0";"259.35";"233";"3299";"2.58";"41.49";"3";"2";"0";"6";"N";"0.84";"None";"9.67";"2.58";"0.36";"2";"MOL";"0";"19";"3";"2";"0";"259.1572";"-0.47";"BASE";"C16H21NO2";"CC(C)NCC(O)COc1cccc2ccccc12";"AQHHHDLHHXJYJD-UHFFFAOYSA-N"
"CHEMBL423";"BETAXOLOL";"ALO-140102 FREE BASE|BETAXOLOL|BETOPTIC|BETOPTIC SUSP|Betaxolol|Betoptic|Kerledex|Kerlone|SL-7521210 FREE BASE";"Small molecule";"4.0";"307.43";"24";"133";"2.39";"50.72";"4";"2";"0";"11";"N";"0.62";"None";"9.67";"2.54";"0.31";"1";"MOL";"0";"22";"4";"2";"0";"307.2147";"-0.56";"BASE";"C18H29NO3";"CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1";"NWIUTZDMDHAVTP-UHFFFAOYSA-N"
"CHEMBL499";"TIMOLOL";"BETIM|BLOCADREN|Betimol|Blocadren|GLAU-OPT|GLAUCOL|Istalol|NYOGEL|TIMOLOL|TIMOLOL ANHYDROUS|TIMOLOL HEMIHYDRATE|TIOPEX|Timoptic|Timoptic-XE";"Small molecule";"4.0";"316.43";"183";"2157";"0.50";"79.74";"8";"2";"0";"6";"N";"0.79";"None";"9.76";"1.34";"-0.97";"1";"MOL";"0";"21";"7";"2";"0";"316.1569";"-1.47";"BASE";"C13H24N4O3S";"CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1";"BLJRIMJGRPQVNF-JTQLQIEISA-N"
"CHEMBL645";"BISOPROLOL";"BISOPROLOL|Bisoprolol|CL 297,939|CL-297939|EMD 33 512|EMD-33-512|Zebeta|Ziac";"Small molecule";"4.0";"325.45";"37";"146";"2.37";"59.95";"5";"2";"0";"12";"N";"0.58";"None";"9.67";"2.20";"-0.03";"1";"MOL";"0";"23";"5";"2";"0";"325.2253";"-0.86";"BASE";"C18H31NO4";"CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1";"VHYCDWMUTMEGQY-UHFFFAOYSA-N"
