"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2105637";"DELAFLOXACIN";"ABT-492|DELAFLOXACIN|RX-3341|WQ-3034";"Small molecule";"4.0";"440.77";"15";"24";"1.92";"121.68";"7";"3";"0";"3";"N";"0.57";"5.43";"None";"2.56";"0.59";"3";"MOL";"0";"30";"8";"4";"0";"440.0499";"-0.44";"ACID";"C18H12ClF3N4O4";"Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F";"DYDCPNMLZGFQTM-UHFFFAOYSA-N"
"CHEMBL1908370";"FINAFLOXACIN";"AL-60371|FINAFLOXACIN|XTORO";"Small molecule";"4.0";"398.39";"3";"141";"1.22";"107.59";"7";"2";"0";"3";"N";"0.80";"4.33";"7.54";"-1.11";"-1.30";"2";"MOL";"0";"29";"8";"2";"0";"398.1390";"-0.46";"ACID";"C20H19FN4O4";"N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"FYMHQCNFKNMJAV-HOTGVXAUSA-N"
"CHEMBL291157";"ROSOXACIN";"ACROSOXACIN|Acrosoxacin|ERACINE|ERADACIL|ERADACIN|ERADICIN|NSC-146617|ROSOXACIN|Roxadyl|WIN 35,213|WIN-35213|WINOXACIN|WINURON";"Small molecule";"4.0";"294.31";"12";"32";"2.78";"72.19";"4";"1";"0";"3";"N";"0.81";"6.00";"4.89";"1.89";"0.71";"3";"MOL";"0";"22";"5";"1";"0";"294.1004";"-0.66";"ACID";"C17H14N2O3";"CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21";"XBPZXDSZHPDXQU-UHFFFAOYSA-N"
"CHEMBL267648";"PEFLOXACIN";"1589 RB|1589-RB|EU-5306|PEFLOXACIN";"Small molecule";"4.0";"333.36";"141";"537";"1.61";"65.78";"5";"1";"0";"3";"N";"0.92";"5.50";"6.44";"0.75";"-0.02";"2";"MOL";"0";"24";"6";"1";"0";"333.1489";"-1.11";"ACID";"C17H20FN3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21";"FHFYDNQZQSQIAI-UHFFFAOYSA-N"
"CHEMBL3990047";"OZENOXACIN";"GF-001001-00|OZENOXACIN|T-3912|Xepi";"Small molecule";"4.0";"363.42";"";"";"3.76";"84.22";"5";"2";"0";"4";"N";"0.74";"5.96";"6.72";"2.47";"1.98";"3";"MOL";"0";"27";"6";"2";"0";"363.1583";"-0.36";"ACID";"C21H21N3O3";"CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C";"XPIJWUTXQAGSLK-UHFFFAOYSA-N"
"CHEMBL428";"TROVAFLOXACIN";"CP-99219|TROVAFLOXACIN|Trovafloxacin";"Small molecule";"4.0";"416.36";"144";"638";"1.89";"101.45";"6";"2";"0";"3";"N";"0.68";"5.22";"9.44";"0.14";"0.14";"3";"MOL";"0";"30";"7";"3";"0";"416.1096";"-0.78";"ZWITTERION";"C20H15F3N4O3";"N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12";"WVPSKSLAZQPAKQ-CDMJZVDBSA-N"
"CHEMBL1201760";"BESIFLOXACIN";"BESIFLOXACIN|ISV-403";"Small molecule";"4.0";"393.85";"49";"230";"3.14";"88.56";"5";"2";"0";"3";"N";"0.84";"5.45";"9.67";"0.54";"0.54";"2";"MOL";"0";"27";"6";"3";"0";"393.1255";"-0.57";"ZWITTERION";"C19H21ClFN3O3";"N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"QFFGVLORLPOAEC-SNVBAGLBSA-N"
"CHEMBL277100";"TEMAFLOXACIN";"Omniflox|TEMAFLOXACIN";"Small molecule";"4.0";"417.39";"134";"580";"2.90";"74.57";"5";"2";"0";"3";"N";"0.69";"5.41";"8.76";"1.06";"1.06";"3";"MOL";"0";"30";"6";"2";"0";"417.1300";"-0.78";"ZWITTERION";"C21H18F3N3O3";"CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1";"QKDHBVNJCZBTMR-UHFFFAOYSA-N"
"CHEMBL31";"GATIFLOXACIN";"AM-1155|BMS-206584-01|BMS-20658401|GATIFLO|GATIFLOXACIN|GATIFLOXACIN (SESQUIHYDRATE)|GATIFLOXACIN ANHYDROUS|GATIFLOXACIN HYDRATE|GATIFLOXACIN SESQUIHYDRATE|NSC-758701|PD-135432|Tequin|ZYMAXID|ZYMER|Zymar";"Small molecule";"4.0";"375.40";"295";"2477";"1.98";"83.80";"6";"2";"0";"4";"N";"0.85";"5.49";"8.73";"-0.61";"-0.61";"2";"MOL";"0";"27";"7";"2";"0";"375.1594";"-0.22";"ZWITTERION";"C19H22FN3O4";"COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"XUBOMFCQGDBHNK-UHFFFAOYSA-N"
"CHEMBL32";"MOXIFLOXACIN";"AVELOX|AVELOX I.V.|AVELOX IV|Avelox|MOXIFLOXACIN|Moxifloxacin|Vigamox|ZIMOXIN";"Small molecule";"4.0";"401.44";"203";"4305";"2.37";"83.80";"6";"2";"0";"4";"N";"0.82";"5.49";"9.42";"-0.50";"-0.50";"2";"MOL";"0";"29";"7";"2";"0";"401.1751";"0.08";"ZWITTERION";"C21H24FN3O4";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"FABPRXSRWADJSP-MEDUHNTESA-N"
"CHEMBL1202";"CIPROFLOXACIN HYDROCHLORIDE";"BAY O 9867|BAY O 9867 MONOHYDRATE|BAY-O-9867|BAY-O-9867 MONOHYDRATE|CETRAXAL|CIFLOX|CIPROBAY|CIPROFLOXACIN (AS HYDROCHLORIDE)|CIPROFLOXACIN HCL|CIPROFLOXACIN HYDROCHLORIDE|CIPROFLOXACIN HYDROCHLORIDE HYDRATE|CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE|CIPROFLOXACINI HYDROCHLORIDUM|CIPROXAN|CIPROXIN|Ciloxan|Cipro|FLOCIPRIN|PROQUIN XR|Proquin";"Small molecule";"4.0";"367.81";"30";"163";"1.58";"74.57";"5";"2";"0";"3";"N";"0.89";"5.56";"8.68";"-0.85";"-0.85";"2";"MOL";"0";"24";"6";"2";"0";"331.1332";"-0.72";"ZWITTERION";"C17H19ClFN3O3";"Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"DIOIOSKKIYDRIQ-UHFFFAOYSA-N"
"CHEMBL2107495";"TEMAFLOXACIN HYDROCHLORIDE";"ABBOTT-62254|Omnifiox|TEFLOX|TEFLOX 400|TEMAFLOXACIN HCL|TEMAFLOXACIN HYDROCHLORIDE";"Small molecule";"4.0";"453.85";"";"";"2.90";"74.57";"5";"2";"0";"3";"N";"0.69";"5.41";"8.76";"1.06";"1.06";"3";"MOL";"0";"30";"6";"2";"0";"417.1300";"-0.78";"ZWITTERION";"C21H19ClF3N3O3";"CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl";"DDVJEYDLTXRYAJ-UHFFFAOYSA-N"
"CHEMBL1200735";"MOXIFLOXACIN HYDROCHLORIDE";"AL-15469A|Avelox|BAY 12-8039|BAY-12-8039|MINIMS|MOXEZA|MOXIFLOXACIN (AS HYDROCHLORIDE)|MOXIFLOXACIN HCL|MOXIFLOXACIN HYDROCHLORIDE|MOXIVIG|NSC-758875|Vigamox";"Small molecule";"4.0";"437.90";"26";"88";"2.37";"83.80";"6";"2";"0";"4";"N";"0.82";"5.49";"9.42";"-0.50";"-0.50";"2";"MOL";"0";"29";"7";"2";"0";"401.1751";"0.08";"ZWITTERION";"C21H25ClFN3O4";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl";"IDIIJJHBXUESQI-DFIJPDEKSA-N"
"CHEMBL1208";"CINOXACIN";"64716|CINOXACIN|Cinobac|NSC-304467";"Small molecule";"4.0";"262.22";"38";"143";"0.84";"90.65";"6";"1";"0";"2";"N";"0.86";"4.93";"None";"1.72";"-0.72";"2";"MOL";"0";"19";"7";"1";"0";"262.0590";"-0.74";"ACID";"C12H10N2O5";"CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3";"VDUWPHTZYNWKRN-UHFFFAOYSA-N"
"CHEMBL430";"GEMIFLOXACIN";"FACTIV|GEMIFLOXACIN|Gemifloxacin";"Small molecule";"4.0";"389.39";"66";"748";"0.97";"123.04";"8";"2";"0";"5";"N";"0.73";"5.35";"9.23";"-0.91";"-0.91";"2";"MOL";"0";"28";"9";"3";"0";"389.1499";"-0.47";"ZWITTERION";"C18H20FN5O4";"CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN";"ZRCVYEYHRGVLOC-HYARGMPZSA-N"
"CHEMBL2105638";"DELAFLOXACIN MEGLUMINE";"ABT-492|BAXDELA|DELAFLOXACIN MEGLUMINE|RX-3341|RX-3341 MEGLUMINE|WQ-3034|WQ-3034 AND ABT-492|WQ-3034 MEGLUMINE";"Small molecule";"4.0";"635.98";"";"";"1.92";"121.68";"7";"3";"0";"3";"N";"0.57";"5.43";"None";"2.56";"0.59";"3";"MOL";"0";"30";"8";"4";"0";"440.0499";"-0.44";"ACID";"C25H29ClF3N5O9";"CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F";"AHJGUEMIZPMAMR-WZTVWXICSA-N"
"CHEMBL1728";"LOMEFLOXACIN HYDROCHLORIDE";"LOMEFLOXACIN (AS HYDROCHLORIDE)|LOMEFLOXACIN HCL|LOMEFLOXACIN HYDROCHLORIDE|LOMEFLOXACIN MONOHYDROCHLORIDE|Maxaquin|NSC-758168|NY-198|SC-47111";"Small molecule";"4.0";"387.81";"28";"71";"1.80";"74.57";"5";"2";"0";"3";"N";"0.88";"5.45";"8.70";"-0.42";"-0.42";"2";"MOL";"0";"25";"6";"2";"0";"351.1394";"-0.53";"ZWITTERION";"C17H20ClF2N3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl";"KXEBLAPZMOQCKO-UHFFFAOYSA-N"
"CHEMBL561";"LOMEFLOXACIN";"LOMEFLOXACIN|Lomefloxacin|Maxaquin|OKACYN|SC-47111A";"Small molecule";"4.0";"351.35";"175";"939";"1.80";"74.57";"5";"2";"0";"3";"N";"0.88";"5.45";"8.70";"-0.42";"-0.42";"2";"MOL";"0";"25";"6";"2";"0";"351.1394";"-0.53";"ZWITTERION";"C17H19F2N3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21";"ZEKZLJVOYLTDKK-UHFFFAOYSA-N"
"CHEMBL8";"CIPROFLOXACIN";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|CETRAXAL|CIPROFLOXACIN|CIPROFLOXACINUM|Ciloxan|Cipro|Ciprobay|NSC-758467|OTIPRIO|Velmonit";"Small molecule";"4.0";"331.35";"498";"18348";"1.58";"74.57";"5";"2";"0";"3";"N";"0.89";"5.56";"8.68";"-0.85";"-0.85";"2";"MOL";"0";"24";"6";"2";"0";"331.1332";"-0.72";"ZWITTERION";"C17H18FN3O3";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MYSWGUAQZAJSOK-UHFFFAOYSA-N"
